,action,boro,critical_flag,cuisine_description,dba,grade,inspection_date,zipcode
200,Violations were cited in the following area(s).,MANHATTAN,Not Critical,American,ANGELIKA FILM CENTER,,2018-06-04T00:00:00.000,10012
201,Violations were cited in the following area(s).,MANHATTAN,Critical,American,ANGELIKA FILM CENTER,A,2017-06-28T00:00:00.000,10012
202,Violations were cited in the following area(s).,MANHATTAN,Not Critical,American,ANGELIKA FILM CENTER,,2017-06-28T00:00:00.000,10012
203,Violations were cited in the following area(s).,MANHATTAN,Critical,American,ANGELIKA FILM CENTER,B,2016-11-18T00:00:00.000,10012
204,Violations were cited in the following area(s).,MANHATTAN,Critical,American,ANGELIKA FILM CENTER,B,2016-11-18T00:00:00.000,10012
205,Violations were cited in the following area(s).,MANHATTAN,Not Critical,American,ANGELIKA FILM CENTER,B,2016-11-18T00:00:00.000,10012
206,Violations were cited in the following area(s).,MANHATTAN,Not Critical,American,ANGELIKA FILM CENTER,B,2016-11-18T00:00:00.000,10012
207,Violations were cited in the following area(s).,MANHATTAN,Critical,American,ANGELIKA FILM CENTER,,2016-10-25T00:00:00.000,10012
208,Violations were cited in the following area(s).,MANHATTAN,Critical,American,ANGELIKA FILM CENTER,,2016-10-25T00:00:00.000,10012
209,Violations were cited in the following area(s).,MANHATTAN,Critical,American,ANGELIKA FILM CENTER,,2016-10-25T00:00:00.000,10012
210,Violations were cited in the following area(s).,MANHATTAN,Not Critical,American,ANGELIKA FILM CENTER,,2016-10-25T00:00:00.000,10012
211,Violations were cited in the following area(s).,MANHATTAN,Not Critical,American,ANGELIKA FILM CENTER,,2016-10-25T00:00:00.000,10012
212,Violations were cited in the following area(s).,MANHATTAN,Not Critical,American,ANGELIKA FILM CENTER,,2016-10-25T00:00:00.000,10012
213,Violations were cited in the following area(s).,QUEENS,Critical,Chinese,HO MEI RESTAURANT,A,2019-02-07T00:00:00.000,11368
214,Violations were cited in the following area(s).,QUEENS,Critical,Chinese,HO MEI RESTAURANT,A,2019-02-07T00:00:00.000,11368
215,Violations were cited in the following area(s).,QUEENS,Critical,Chinese,HO MEI RESTAURANT,A,2018-06-21T00:00:00.000,11368
216,Violations were cited in the following area(s).,QUEENS,Critical,Chinese,HO MEI RESTAURANT,A,2018-06-21T00:00:00.000,11368
217,Violations were cited in the following area(s).,QUEENS,Not Critical,Chinese,HO MEI RESTAURANT,A,2018-06-21T00:00:00.000,11368
218,Violations were cited in the following area(s).,QUEENS,Critical,Chinese,HO MEI RESTAURANT,,2018-05-03T00:00:00.000,11368
219,Violations were cited in the following area(s).,QUEENS,Critical,Chinese,HO MEI RESTAURANT,,2018-05-03T00:00:00.000,11368
220,Violations were cited in the following area(s).,QUEENS,Not Critical,Chinese,HO MEI RESTAURANT,,2018-05-03T00:00:00.000,11368
221,Violations were cited in the following area(s).,QUEENS,Critical,Chinese,HO MEI RESTAURANT,A,2017-04-26T00:00:00.000,11368
222,Violations were cited in the following area(s).,QUEENS,Not Critical,Chinese,HO MEI RESTAURANT,A,2017-04-26T00:00:00.000,11368
223,Violations were cited in the following area(s).,QUEENS,Critical,Chinese,HO MEI RESTAURANT,A,2016-04-07T00:00:00.000,11368
224,Violations were cited in the following area(s).,QUEENS,Not Critical,Chinese,HO MEI RESTAURANT,A,2016-04-07T00:00:00.000,11368
225,Violations were cited in the following area(s).,MANHATTAN,Critical,Sandwiches/Salads/Mixed Buffet,THE COUNTRY CAFE,Z,2019-06-07T00:00:00.000,10005
226,Violations were cited in the following area(s).,MANHATTAN,Critical,Sandwiches/Salads/Mixed Buffet,THE COUNTRY CAFE,Z,2019-06-07T00:00:00.000,10005
227,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Sandwiches/Salads/Mixed Buffet,THE COUNTRY CAFE,Z,2019-06-07T00:00:00.000,10005
228,Violations were cited in the following area(s).,MANHATTAN,Critical,Sandwiches/Salads/Mixed Buffet,THE COUNTRY CAFE,,2019-05-02T00:00:00.000,10005
229,Violations were cited in the following area(s).,MANHATTAN,Critical,Sandwiches/Salads/Mixed Buffet,THE COUNTRY CAFE,,2019-05-02T00:00:00.000,10005
230,Violations were cited in the following area(s).,MANHATTAN,Critical,Sandwiches/Salads/Mixed Buffet,THE COUNTRY CAFE,,2019-05-02T00:00:00.000,10005
231,Violations were cited in the following area(s).,MANHATTAN,Critical,Sandwiches/Salads/Mixed Buffet,THE COUNTRY CAFE,,2019-05-02T00:00:00.000,10005
232,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Sandwiches/Salads/Mixed Buffet,THE COUNTRY CAFE,,2019-05-02T00:00:00.000,10005
233,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Sandwiches/Salads/Mixed Buffet,THE COUNTRY CAFE,,2019-05-02T00:00:00.000,10005
234,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Sandwiches/Salads/Mixed Buffet,THE COUNTRY CAFE,,2019-05-02T00:00:00.000,10005
235,Violations were cited in the following area(s).,MANHATTAN,Critical,Sandwiches/Salads/Mixed Buffet,THE COUNTRY CAFE,A,2019-01-04T00:00:00.000,10005
236,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Sandwiches/Salads/Mixed Buffet,THE COUNTRY CAFE,A,2019-01-04T00:00:00.000,10005
237,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Sandwiches/Salads/Mixed Buffet,THE COUNTRY CAFE,A,2019-01-04T00:00:00.000,10005
238,Establishment re-opened by DOHMH,MANHATTAN,Not Critical,Sandwiches/Salads/Mixed Buffet,THE COUNTRY CAFE,P,2018-10-30T00:00:00.000,10005
239,Establishment re-opened by DOHMH,MANHATTAN,Not Critical,Sandwiches/Salads/Mixed Buffet,THE COUNTRY CAFE,P,2018-10-30T00:00:00.000,10005
240,Establishment re-closed by DOHMH,MANHATTAN,Critical,Sandwiches/Salads/Mixed Buffet,THE COUNTRY CAFE,,2018-10-24T00:00:00.000,10005
241,Establishment re-closed by DOHMH,MANHATTAN,Not Critical,Sandwiches/Salads/Mixed Buffet,THE COUNTRY CAFE,,2018-10-24T00:00:00.000,10005
242,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,MANHATTAN,Critical,Sandwiches/Salads/Mixed Buffet,THE COUNTRY CAFE,,2018-10-17T00:00:00.000,10005
243,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,MANHATTAN,Critical,Sandwiches/Salads/Mixed Buffet,THE COUNTRY CAFE,,2018-10-17T00:00:00.000,10005
244,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,MANHATTAN,Critical,Sandwiches/Salads/Mixed Buffet,THE COUNTRY CAFE,,2018-10-17T00:00:00.000,10005
245,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,MANHATTAN,Critical,Sandwiches/Salads/Mixed Buffet,THE COUNTRY CAFE,,2018-10-17T00:00:00.000,10005
246,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,MANHATTAN,Not Critical,Sandwiches/Salads/Mixed Buffet,THE COUNTRY CAFE,,2018-10-17T00:00:00.000,10005
247,Violations were cited in the following area(s).,MANHATTAN,Critical,Sandwiches/Salads/Mixed Buffet,THE COUNTRY CAFE,A,2018-05-25T00:00:00.000,10005
248,Violations were cited in the following area(s).,MANHATTAN,Critical,Sandwiches/Salads/Mixed Buffet,THE COUNTRY CAFE,,2018-04-13T00:00:00.000,10005
249,Violations were cited in the following area(s).,MANHATTAN,Critical,Sandwiches/Salads/Mixed Buffet,THE COUNTRY CAFE,,2018-04-13T00:00:00.000,10005
250,Violations were cited in the following area(s).,MANHATTAN,Critical,Sandwiches/Salads/Mixed Buffet,THE COUNTRY CAFE,,2018-04-13T00:00:00.000,10005
251,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Sandwiches/Salads/Mixed Buffet,THE COUNTRY CAFE,,2018-04-13T00:00:00.000,10005
252,Violations were cited in the following area(s).,MANHATTAN,Critical,Sandwiches/Salads/Mixed Buffet,THE COUNTRY CAFE,A,2017-03-24T00:00:00.000,10005
253,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Sandwiches/Salads/Mixed Buffet,THE COUNTRY CAFE,A,2017-03-24T00:00:00.000,10005
254,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Sandwiches/Salads/Mixed Buffet,THE COUNTRY CAFE,A,2017-03-24T00:00:00.000,10005
255,Violations were cited in the following area(s).,MANHATTAN,Critical,Sandwiches/Salads/Mixed Buffet,THE COUNTRY CAFE,B,2016-10-07T00:00:00.000,10005
256,Violations were cited in the following area(s).,MANHATTAN,Critical,Sandwiches/Salads/Mixed Buffet,THE COUNTRY CAFE,B,2016-10-07T00:00:00.000,10005
257,Violations were cited in the following area(s).,MANHATTAN,Critical,Sandwiches/Salads/Mixed Buffet,THE COUNTRY CAFE,B,2016-10-07T00:00:00.000,10005
258,Violations were cited in the following area(s).,MANHATTAN,Critical,Sandwiches/Salads/Mixed Buffet,THE COUNTRY CAFE,B,2016-10-07T00:00:00.000,10005
259,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Sandwiches/Salads/Mixed Buffet,THE COUNTRY CAFE,B,2016-10-07T00:00:00.000,10005
260,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Sandwiches/Salads/Mixed Buffet,THE COUNTRY CAFE,B,2016-10-07T00:00:00.000,10005
261,Violations were cited in the following area(s).,MANHATTAN,Critical,Sandwiches/Salads/Mixed Buffet,THE COUNTRY CAFE,,2016-09-06T00:00:00.000,10005
262,Violations were cited in the following area(s).,MANHATTAN,Critical,Sandwiches/Salads/Mixed Buffet,THE COUNTRY CAFE,,2016-09-06T00:00:00.000,10005
263,Violations were cited in the following area(s).,MANHATTAN,Critical,Sandwiches/Salads/Mixed Buffet,THE COUNTRY CAFE,,2016-09-06T00:00:00.000,10005
264,Violations were cited in the following area(s).,MANHATTAN,Critical,Sandwiches/Salads/Mixed Buffet,THE COUNTRY CAFE,,2016-09-06T00:00:00.000,10005
265,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Sandwiches/Salads/Mixed Buffet,THE COUNTRY CAFE,,2016-09-06T00:00:00.000,10005
266,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Sandwiches/Salads/Mixed Buffet,THE COUNTRY CAFE,,2016-09-06T00:00:00.000,10005
267,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Sandwiches/Salads/Mixed Buffet,THE COUNTRY CAFE,,2016-09-06T00:00:00.000,10005
268,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Sandwiches/Salads/Mixed Buffet,THE COUNTRY CAFE,,2016-09-06T00:00:00.000,10005
269,Violations were cited in the following area(s).,BROOKLYN,Critical,Caribbean,SHASHEMENE INT'L RESTAURANT,A,2018-04-28T00:00:00.000,11203
270,Violations were cited in the following area(s).,BROOKLYN,Not Critical,Caribbean,SHASHEMENE INT'L RESTAURANT,A,2018-04-28T00:00:00.000,11203
271,Violations were cited in the following area(s).,BROOKLYN,Not Critical,Caribbean,SHASHEMENE INT'L RESTAURANT,A,2018-04-28T00:00:00.000,11203
272,Violations were cited in the following area(s).,BROOKLYN,Not Applicable,Caribbean,SHASHEMENE INT'L RESTAURANT,,2018-04-28T00:00:00.000,11203
273,Violations were cited in the following area(s).,BROOKLYN,Not Applicable,Caribbean,SHASHEMENE INT'L RESTAURANT,,2018-04-28T00:00:00.000,11203
274,Violations were cited in the following area(s).,BROOKLYN,Critical,Caribbean,SHASHEMENE INT'L RESTAURANT,A,2017-01-23T00:00:00.000,11203
275,Violations were cited in the following area(s).,BROOKLYN,Not Critical,Caribbean,SHASHEMENE INT'L RESTAURANT,A,2017-01-23T00:00:00.000,11203
276,Violations were cited in the following area(s).,BROOKLYN,Critical,Caribbean,SHASHEMENE INT'L RESTAURANT,A,2015-12-10T00:00:00.000,11203
277,Violations were cited in the following area(s).,BROOKLYN,Not Critical,Caribbean,SHASHEMENE INT'L RESTAURANT,A,2015-12-10T00:00:00.000,11203
278,Violations were cited in the following area(s).,BROOKLYN,Critical,Caribbean,SHASHEMENE INT'L RESTAURANT,A,2015-06-15T00:00:00.000,11203
279,Violations were cited in the following area(s).,BROOKLYN,Not Critical,Caribbean,SHASHEMENE INT'L RESTAURANT,A,2015-06-15T00:00:00.000,11203
280,Violations were cited in the following area(s).,BROOKLYN,Critical,Caribbean,SHASHEMENE INT'L RESTAURANT,,2015-06-03T00:00:00.000,11203
281,Violations were cited in the following area(s).,BROOKLYN,Critical,Caribbean,SHASHEMENE INT'L RESTAURANT,,2015-06-03T00:00:00.000,11203
282,Violations were cited in the following area(s).,BROOKLYN,Critical,Caribbean,SHASHEMENE INT'L RESTAURANT,,2015-06-03T00:00:00.000,11203
283,Violations were cited in the following area(s).,BROOKLYN,Not Critical,Caribbean,SHASHEMENE INT'L RESTAURANT,,2015-06-03T00:00:00.000,11203
284,Violations were cited in the following area(s).,BROOKLYN,Not Critical,Caribbean,SHASHEMENE INT'L RESTAURANT,,2015-06-03T00:00:00.000,11203
285,Violations were cited in the following area(s).,BROOKLYN,Critical,Donuts,DUNKIN',A,2018-12-10T00:00:00.000,11201
286,Violations were cited in the following area(s).,BROOKLYN,Not Critical,Donuts,DUNKIN',A,2018-12-10T00:00:00.000,11201
287,Violations were cited in the following area(s).,BROOKLYN,Not Critical,Donuts,DUNKIN',A,2018-12-10T00:00:00.000,11201
288,Violations were cited in the following area(s).,BROOKLYN,Critical,Donuts,DUNKIN',A,2018-07-02T00:00:00.000,11201
289,Violations were cited in the following area(s).,BROOKLYN,Critical,Donuts,DUNKIN',,2018-05-17T00:00:00.000,11201
290,Violations were cited in the following area(s).,BROOKLYN,Critical,Donuts,DUNKIN',,2018-05-17T00:00:00.000,11201
291,Violations were cited in the following area(s).,BROOKLYN,Not Critical,Donuts,DUNKIN',,2018-04-10T00:00:00.000,11201
292,No violations were recorded at the time of this inspection.,BROOKLYN,Not Applicable,Donuts,DUNKIN',,2018-02-12T00:00:00.000,11201
293,Violations were cited in the following area(s).,BROOKLYN,Critical,Donuts,DUNKIN',B,2018-01-04T00:00:00.000,11201
294,Violations were cited in the following area(s).,BROOKLYN,Critical,Donuts,DUNKIN',B,2018-01-04T00:00:00.000,11201
295,Violations were cited in the following area(s).,BROOKLYN,Not Critical,Donuts,DUNKIN',B,2018-01-04T00:00:00.000,11201
296,Violations were cited in the following area(s).,BROOKLYN,Critical,Donuts,DUNKIN',,2017-12-12T00:00:00.000,11201
297,Violations were cited in the following area(s).,BROOKLYN,Critical,Donuts,DUNKIN',,2017-12-12T00:00:00.000,11201
298,Violations were cited in the following area(s).,BROOKLYN,Critical,Donuts,DUNKIN',,2017-12-12T00:00:00.000,11201
299,Violations were cited in the following area(s).,BROOKLYN,Not Critical,Donuts,DUNKIN',,2017-12-12T00:00:00.000,11201
300,Violations were cited in the following area(s).,BROOKLYN,Not Critical,Donuts,DUNKIN',,2017-12-12T00:00:00.000,11201
301,Violations were cited in the following area(s).,BROOKLYN,Not Critical,Donuts,DUNKIN',,2017-12-12T00:00:00.000,11201
302,Violations were cited in the following area(s).,BROOKLYN,Critical,Donuts,DUNKIN',A,2017-01-12T00:00:00.000,11201
303,Violations were cited in the following area(s).,BROOKLYN,Critical,Donuts,DUNKIN',A,2017-01-12T00:00:00.000,11201
304,Violations were cited in the following area(s).,BROOKLYN,Not Critical,Donuts,DUNKIN',A,2017-01-12T00:00:00.000,11201
305,Violations were cited in the following area(s).,BROOKLYN,Critical,Donuts,DUNKIN',A,2015-12-14T00:00:00.000,11201
306,Violations were cited in the following area(s).,BROOKLYN,Not Critical,Donuts,DUNKIN',A,2015-12-14T00:00:00.000,11201
307,Violations were cited in the following area(s).,MANHATTAN,Critical,American,CAFE METRO,A,2019-05-10T00:00:00.000,10018
308,Violations were cited in the following area(s).,MANHATTAN,Not Critical,American,CAFE METRO,,2019-05-10T00:00:00.000,10018
309,Violations were cited in the following area(s).,MANHATTAN,Critical,American,CAFE METRO,A,2018-05-03T00:00:00.000,10018
310,Violations were cited in the following area(s).,MANHATTAN,Not Critical,American,CAFE METRO,A,2018-05-03T00:00:00.000,10018
311,Violations were cited in the following area(s).,MANHATTAN,Critical,American,CAFE METRO,A,2017-10-10T00:00:00.000,10018
312,Violations were cited in the following area(s).,MANHATTAN,Not Critical,American,CAFE METRO,A,2017-10-10T00:00:00.000,10018
313,Violations were cited in the following area(s).,MANHATTAN,Critical,American,CAFE METRO,,2017-07-28T00:00:00.000,10018
314,Violations were cited in the following area(s).,MANHATTAN,Critical,American,CAFE METRO,,2017-07-28T00:00:00.000,10018
315,Violations were cited in the following area(s).,MANHATTAN,Not Critical,American,CAFE METRO,,2017-07-28T00:00:00.000,10018
316,Violations were cited in the following area(s).,MANHATTAN,Not Critical,American,CAFE METRO,A,2016-05-13T00:00:00.000,10018
317,Violations were cited in the following area(s).,MANHATTAN,Not Critical,American,CAFE METRO,A,2016-05-13T00:00:00.000,10018
318,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Sandwiches/Salads/Mixed Buffet,LEXLER DELI,A,2018-08-03T00:00:00.000,10174
319,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Sandwiches/Salads/Mixed Buffet,LEXLER DELI,A,2018-08-03T00:00:00.000,10174
320,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Sandwiches/Salads/Mixed Buffet,LEXLER DELI,A,2018-08-03T00:00:00.000,10174
321,Violations were cited in the following area(s).,MANHATTAN,Critical,Sandwiches/Salads/Mixed Buffet,LEXLER DELI,A,2017-08-07T00:00:00.000,10174
322,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Sandwiches/Salads/Mixed Buffet,LEXLER DELI,A,2017-08-07T00:00:00.000,10174
323,Violations were cited in the following area(s).,MANHATTAN,Critical,Sandwiches/Salads/Mixed Buffet,LEXLER DELI,A,2016-05-13T00:00:00.000,10174
324,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Sandwiches/Salads/Mixed Buffet,LEXLER DELI,A,2016-05-13T00:00:00.000,10174
325,Violations were cited in the following area(s).,STATEN ISLAND,Critical,Delicatessen,BAGELS N BUNS,A,2019-02-07T00:00:00.000,10314
326,Violations were cited in the following area(s).,STATEN ISLAND,Not Critical,Delicatessen,BAGELS N BUNS,A,2019-02-07T00:00:00.000,10314
327,Violations were cited in the following area(s).,STATEN ISLAND,Critical,Delicatessen,BAGELS N BUNS,,2019-01-03T00:00:00.000,10314
